Time,Topic,Location,Measure,CustomerID,DateReported,PossiblePoints,Question,Correct
Spring,Trivia,Trivia-Berlin,La Casa De Papel Pre-Measure,9025935,11/21/19 18:22,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Palermo,La Casa De Papel Pre-Measure,9023417,11/8/19 16:19,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Palermo,La Casa De Papel Post-Measure,9023417,2/21/20 19:13,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Berlin,La Casa De Papel Pre-Measure,9026509,12/14/19 10:28,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Istanbul,La Casa De Papel Pre-Measure,9026179,11/26/19 12:47,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Rio,La Casa De Papel Pre-Measure,9001061,2/28/20 9:32,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Rio,La Casa De Papel Post-Measure,9001061,3/8/20 13:32,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Tokyo,La Casa De Papel Pre-Measure,9025089,11/12/19 13:20,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Tokyo,La Casa De Papel Post-Measure,9025089,12/3/19 13:19,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Denver,La Casa De Papel Pre-Measure,9010487,12/5/19 12:36,20,What was the Professor's real name? ,N
Spring,Trivia,Trivia-Denver,La Casa De Papel Post-Measure,9010487,12/5/19 12:51,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Berlin,La Casa De Papel Pre-Measure,9026265,12/9/19 12:02,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Berlin,La Casa De Papel Post-Measure,9026265,1/3/20 9:48,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Tokyo,La Casa De Papel Pre-Measure,9025325,11/13/19 17:19,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Tokyo,La Casa De Papel Post-Measure,9025325,12/28/19 14:38,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Rio,La Casa De Papel Pre-Measure,9033057,4/18/20 10:09,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Rio,La Casa De Papel Post-Measure,9033057,6/17/20 13:04,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Moscow,La Casa De Papel Pre-Measure,9024665,11/8/19 14:43,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Moscow,La Casa De Papel Post-Measure,9024665,12/30/19 17:01,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Istanbul,La Casa De Papel Pre-Measure,9028653,12/17/19 9:25,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Istanbul,La Casa De Papel Post-Measure,9028653,11/13/20 23:26,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Moscow,La Casa De Papel Pre-Measure,9024433,11/4/19 15:18,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Moscow,La Casa De Papel Post-Measure,9024433,12/19/19 10:38,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Denver,La Casa De Papel Pre-Measure,9010189,12/4/19 15:34,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Denver,La Casa De Papel Post-Measure,9010189,12/6/19 7:36,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Istanbul,La Casa De Papel Pre-Measure,9028695,12/26/19 11:51,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Istanbul,La Casa De Papel Post-Measure,9028695,12/30/19 20:27,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Istanbul,La Casa De Papel Pre-Measure,9026171,11/26/19 6:33,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Istanbul,La Casa De Papel Post-Measure,9026171,12/30/19 10:32,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Rio,La Casa De Papel Pre-Measure,9024403,11/4/19 14:17,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Rio,La Casa De Papel Post-Measure,9024403,11/26/19 14:10,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Palermo,La Casa De Papel Pre-Measure,9013171,2/19/20 14:10,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Palermo,La Casa De Papel Post-Measure,9013171,2/24/20 17:22,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Moscow,La Casa De Papel Pre-Measure,9024521,11/4/19 6:58,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Moscow,La Casa De Papel Post-Measure,9024521,1/23/20 8:09,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Palermo,La Casa De Papel Pre-Measure,9012809,2/14/20 9:41,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Palermo,La Casa De Papel Post-Measure,9012809,3/7/20 5:22,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Helsinki,La Casa De Papel Pre-Measure,9033095,3/19/20 16:03,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Helsinki,La Casa De Papel Post-Measure,9033095,3/23/20 19:13,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Rio,La Casa De Papel Pre-Measure,9031347,1/28/20 12:50,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Rio,La Casa De Papel Post-Measure,9031347,2/1/20 9:09,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Rio,La Casa De Papel Pre-Measure,9013863,12/3/19 12:00,20,What was the Professor's real name? ,N
Spring,Trivia,Trivia-Rio,La Casa De Papel Post-Measure,9013863,12/3/19 12:24,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Denver,La Casa De Papel Pre-Measure,9024763,11/5/19 13:29,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Denver,La Casa De Papel Post-Measure,9024763,11/26/19 6:02,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Helsinki,La Casa De Papel Pre-Measure,9033133,3/19/20 14:45,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Helsinki,La Casa De Papel Post-Measure,9033133,6/8/20 11:50,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Rio,La Casa De Papel Pre-Measure,9013235,11/13/19 16:09,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Rio,La Casa De Papel Post-Measure,9013235,12/6/19 7:13,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Berlin,La Casa De Papel Pre-Measure,9025901,11/21/19 16:26,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Berlin,La Casa De Papel Post-Measure,9025901,11/26/19 15:32,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Rio,La Casa De Papel Pre-Measure,9024639,11/4/19 17:30,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Rio,La Casa De Papel Post-Measure,9024639,2/27/20 17:41,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Rio,La Casa De Papel Pre-Measure,9037027,6/3/20 20:24,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Rio,La Casa De Papel Post-Measure,9037027,6/4/20 19:15,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Rio,La Casa De Papel Pre-Measure,9031135,1/27/20 12:26,20,What was the Professor's real name? ,N
Spring,Trivia,Trivia-Rio,La Casa De Papel Post-Measure,9031135,2/3/20 17:59,20,What was the Professor's real name? ,N
Spring,Trivia,Trivia-Nairobi,La Casa De Papel Pre-Measure,9024801,11/6/19 19:54,20,What was the Professor's real name? ,N
Spring,Trivia,Trivia-Nairobi,La Casa De Papel Post-Measure,9024801,12/27/19 20:01,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Rio,La Casa De Papel Pre-Measure,9037395,6/15/20 5:44,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Rio,La Casa De Papel Post-Measure,9037395,6/24/20 12:55,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Istanbul,La Casa De Papel Pre-Measure,9026467,12/7/19 10:43,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Istanbul,La Casa De Papel Post-Measure,9026467,12/30/19 13:54,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Tokyo,La Casa De Papel Pre-Measure,9025007,11/7/19 8:54,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Tokyo,La Casa De Papel Post-Measure,9025007,11/18/19 7:27,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Rio,La Casa De Papel Pre-Measure,9013033,12/11/19 13:16,20,What was the Professor's real name? ,N
Spring,Trivia,Trivia-Rio,La Casa De Papel Post-Measure,9013033,12/11/19 13:26,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Moscow,La Casa De Papel Pre-Measure,9024513,11/26/19 12:40,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Moscow,La Casa De Papel Post-Measure,9024513,2/18/20 16:12,20,What was the Professor's real name? ,N
Spring,Trivia,Trivia-Moscow,La Casa De Papel Pre-Measure,9001945,11/4/19 12:00,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Moscow,La Casa De Papel Post-Measure,9001945,11/22/19 18:27,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Rio,La Casa De Papel Pre-Measure,9024425,11/4/19 12:37,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Rio,La Casa De Papel Post-Measure,9024425,12/23/19 13:50,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Helsinki,La Casa De Papel Pre-Measure,9033129,3/19/20 11:47,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Rio,La Casa De Papel Pre-Measure,9013683,11/16/19 6:42,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Rio,La Casa De Papel Post-Measure,9013683,12/11/19 7:47,20,What was the Professor's real name? ,N
Spring,Trivia,Trivia-Rio,La Casa De Papel Pre-Measure,9033287,4/9/20 7:38,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Rio,La Casa De Papel Post-Measure,9033287,5/14/20 7:00,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Moscow,La Casa De Papel Pre-Measure,9025625,12/8/19 17:38,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Moscow,La Casa De Papel Post-Measure,9025625,1/22/20 17:01,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Palermo,La Casa De Papel Pre-Measure,9019111,11/24/19 16:04,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Palermo,La Casa De Papel Post-Measure,9019111,12/23/19 17:36,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Berlin,La Casa De Papel Pre-Measure,9025917,11/21/19 17:11,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Berlin,La Casa De Papel Post-Measure,9025917,12/20/19 17:01,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Helsinki,La Casa De Papel Pre-Measure,9033713,4/20/20 6:31,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Helsinki,La Casa De Papel Post-Measure,9033713,4/20/20 12:12,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Helsinki,La Casa De Papel Pre-Measure,9033099,3/19/20 8:18,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Helsinki,La Casa De Papel Post-Measure,9033099,4/2/20 6:27,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Nairobi,La Casa De Papel Pre-Measure,9024817,11/5/19 17:45,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Istanbul,La Casa De Papel Pre-Measure,9026159,11/30/19 9:18,20,What was the Professor's real name? ,N
Spring,Trivia,Trivia-Istanbul,La Casa De Papel Post-Measure,9026159,12/30/19 12:24,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Berlin,La Casa De Papel Pre-Measure,9026861,12/4/19 13:08,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Berlin,La Casa De Papel Post-Measure,9026861,1/12/20 9:28,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Nairobi,La Casa De Papel Pre-Measure,9038343,9/10/20 6:13,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Helsinki,La Casa De Papel Pre-Measure,9033771,4/30/20 11:47,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Helsinki,La Casa De Papel Post-Measure,9033771,6/3/20 9:59,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Rio,La Casa De Papel Pre-Measure,9031909,2/5/20 19:35,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Rio,La Casa De Papel Post-Measure,9031909,4/25/20 17:56,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Nairobi,La Casa De Papel Pre-Measure,9024885,11/6/19 8:34,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Nairobi,La Casa De Papel Post-Measure,9024885,1/8/20 12:34,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Berlin,La Casa De Papel Pre-Measure,9026167,11/25/19 22:43,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Berlin,La Casa De Papel Post-Measure,9026167,12/26/19 14:52,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Rio,La Casa De Papel Pre-Measure,9036953,6/1/20 12:08,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Rio,La Casa De Papel Post-Measure,9036953,6/3/20 15:15,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Rio,La Casa De Papel Pre-Measure,9029633,1/11/20 14:10,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Rio,La Casa De Papel Post-Measure,9029633,1/25/20 10:54,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Helsinki,La Casa De Papel Pre-Measure,9033063,3/19/20 6:54,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Rio,La Casa De Papel Pre-Measure,9029925,1/14/20 14:26,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Rio,La Casa De Papel Post-Measure,9029925,1/18/20 17:05,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Tokyo,La Casa De Papel Pre-Measure,9024919,11/18/19 10:06,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Tokyo,La Casa De Papel Post-Measure,9024919,12/23/19 10:18,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Palermo,La Casa De Papel Pre-Measure,9026939,11/11/19 5:00,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Palermo,La Casa De Papel Post-Measure,9026939,12/4/19 12:59,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Tokyo,La Casa De Papel Pre-Measure,9025649,12/26/19 11:19,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Tokyo,La Casa De Papel Post-Measure,9025649,3/4/20 18:44,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Helsinki,La Casa De Papel Pre-Measure,9033083,3/19/20 11:03,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Helsinki,La Casa De Papel Post-Measure,9033083,3/21/20 6:38,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Denver,La Casa De Papel Post-Measure,9010443,12/10/19 6:52,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Istanbul,La Casa De Papel Pre-Measure,9029371,3/2/20 12:01,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Istanbul,La Casa De Papel Post-Measure,9029371,3/16/20 9:41,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Palermo,La Casa De Papel Pre-Measure,9030867,1/23/20 7:15,20,What was the Professor's real name? ,N
Spring,Trivia,Trivia-Palermo,La Casa De Papel Post-Measure,9030867,1/23/20 7:35,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Tokyo,La Casa De Papel Pre-Measure,9025761,12/12/19 11:32,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Moscow,La Casa De Papel Pre-Measure,9024601,11/4/19 15:30,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Rio,La Casa De Papel Pre-Measure,9037237,6/3/20 15:03,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Rio,La Casa De Papel Pre-Measure,9031975,2/7/20 4:41,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Rio,La Casa De Papel Post-Measure,9031975,3/15/20 18:52,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Denver,La Casa De Papel Post-Measure,9010087,12/10/19 6:05,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Rio,La Casa De Papel Pre-Measure,9033137,3/19/20 14:52,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Helsinki,La Casa De Papel Pre-Measure,9033087,4/9/20 13:35,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Helsinki,La Casa De Papel Post-Measure,9033087,4/11/20 16:27,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Istanbul,La Casa De Papel Pre-Measure,9026147,1/12/20 19:07,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Moscow,La Casa De Papel Pre-Measure,9027867,12/27/19 7:14,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Moscow,La Casa De Papel Post-Measure,9027867,12/27/19 14:05,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Tokyo,La Casa De Papel Pre-Measure,9028925,3/2/20 6:25,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Denver,La Casa De Papel Pre-Measure,9028603,1/27/20 13:57,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Denver,La Casa De Papel Post-Measure,9028603,2/8/20 19:58,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Istanbul,La Casa De Papel Pre-Measure,9026113,12/16/19 9:42,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Istanbul,La Casa De Papel Post-Measure,9026113,1/21/20 19:43,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Helsinki,La Casa De Papel Pre-Measure,9033069,3/19/20 13:53,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Helsinki,La Casa De Papel Post-Measure,9033069,6/4/20 10:36,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Denver,La Casa De Papel Pre-Measure,9010299,12/11/19 6:17,20,What was the Professor's real name? ,N
Spring,Trivia,Trivia-Denver,La Casa De Papel Post-Measure,9010299,12/11/19 6:29,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Palermo,La Casa De Papel Pre-Measure,9024795,11/9/19 4:53,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Palermo,La Casa De Papel Post-Measure,9024795,11/30/19 16:57,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Denver,La Casa De Papel Pre-Measure,9013949,1/23/20 12:05,20,What was the Professor's real name? ,N
Spring,Trivia,Trivia-Denver,La Casa De Papel Post-Measure,9013949,1/29/20 13:46,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Rio,La Casa De Papel Pre-Measure,9024551,11/4/19 17:12,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Rio,La Casa De Papel Post-Measure,9024551,11/23/19 12:16,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Denver,La Casa De Papel Pre-Measure,9030511,1/19/20 11:41,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Istanbul,La Casa De Papel Pre-Measure,9026161,11/25/19 17:26,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Istanbul,La Casa De Papel Post-Measure,9026161,1/2/20 20:26,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Tokyo,La Casa De Papel Pre-Measure,9024955,11/6/19 17:24,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Tokyo,La Casa De Papel Post-Measure,9024955,1/15/20 12:01,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Moscow,La Casa De Papel Pre-Measure,9024471,11/4/19 10:58,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Moscow,La Casa De Papel Post-Measure,9024471,11/18/19 16:17,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Palermo,La Casa De Papel Post-Measure,9019413,1/23/20 10:34,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Istanbul,La Casa De Papel Pre-Measure,9028553,12/16/19 18:00,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Istanbul,La Casa De Papel Post-Measure,9028553,12/26/19 21:07,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Rio,La Casa De Papel Pre-Measure,9033157,3/30/20 4:25,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Rio,La Casa De Papel Post-Measure,9033157,4/10/20 12:56,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Denver,La Casa De Papel Post-Measure,9016549,12/13/19 13:03,20,What was the Professor's real name? ,Y
Spring,Trivia,Trivia-Moscow,La Casa De Papel Pre-Measure,9004067,11/4/19 13:17,20,What was the Professor's real name? ,Y
